lesson,type,definition,word,audio,kana,kanji
10314,[动3],烹饪，调理,ちょうりする（調理する）,"[89.801, 91.007]",ちょうりする,調理する
10314,[动2],放，搁；载，登载,のせる（載せる）,"[91.497, 92.48]",のせる,載せる
10314,[动3],就座，入座，就席,ちゃくせきする（着席する）,"[110.887, 112.352]",ちゃくせきする,着席する
10314,[动3],逮捕,たいほする（逮捕する）,"[122.902, 123.996]",たいほする,逮捕する
10314,[动3],使用,しようする（使用する）,"[124.726, 126.02]",しようする,使用する
10314,[动3],诊断；判断,しんだんする（診断する）,"[129.487, 130.959]",しんだんする,診断する
10314,[动2],落选，不及格,おちる（落ちる）,"[135.717, 136.995]",おちる,落ちる
10314,[动1],隐藏，隐蔽,かくす（隠す）,"[143.799, 144.679]",かくす,隠す
10314,[动1],结（果实）,なる,"[169.905, 170.623]",なる,なる
10314,[动1],发生，引起,おこる（起こる）,"[171.291, 172.108]",おこる,起こる
10315,[动1],祝愿，祈求,いのる（祈る）,"[8.591, 9.478]",いのる,祈る
10315,[动2],断绝关系；断开，中断,きれる（切れる）,"[15.722, 16.547]",きれる,切れる
10315,[动2],分手，离别,わかれる（別れる）,"[17.075, 18.161]",わかれる,別れる
10315,[动1],邀请，招待，款待,まねく（招く）,"[21.217, 22.115]",まねく,招く
10315,[动1],互助，互相帮助,たすけあう（助け合う）,"[23.077, 24.13]",たすけあう,助け合う
10315,[动2],弄暖和；加热，加温,あたためる（暖める）,"[26.193, 27.415]",あたためる,暖める
10315,[动2],举行，举办,あげる（挙げる）,"[53.317, 54.163]",あげる,挙げる
10315,[动1],限于，只限；限定，限制,かぎる（限る）,"[57.179, 58.09]",かぎる,限る
10315,[动3],举行（结婚）仪式,きょしきする（挙式する）,"[61.118, 62.313]",きょしきする,挙式する
10315,[动2],占，占据；占领,しめる（占める）,"[74.382, 75.242]",しめる,占める
10315,[动2],担任；当，扮演,つとめる（務める）,"[80.542, 81.681]",つとめる,務める
10315,[动3],移动,いどうする（移動する）,"[97.701, 98.918]",いどうする,移動する
10315,[动1],追求,おう（追う）,"[112.042, 112.879]",おう,追う
10315,[动3],支持,しじする（支持する）,"[127.788, 128.872]",しじする,支持する
10416,[动1],销售，促销，推销,うりこむ（売り込む）,"[8.394, 9.515]",うりこむ,売り込む
10416,[动3],试饮,しいんする（試飲する）,"[11.784, 13.207]",しいんする,試飲する
10416,[动1],跳入，跳进,とびこむ（飛び込む）,"[36.288, 37.219]",とびこむ,飛び込む
10416,[动1],抛，扔；放弃，弃之不顾,ほうる（放る）,"[37.865, 39.292]",ほうる,放る
10416,[动1],投进，投入，扔进,なげこむ（投げ込む）,"[39.557, 40.997]",なげこむ,投げ込む
10416,[动1],扔进，投入,ほうりこむ（放り込む）,"[41.749, 42.96]",ほうりこむ,放り込む
10416,[动1],带入，带进,もちこむ（持ち込む）,"[43.513, 44.335]",もちこむ,持ち込む
10416,[动1],流入，流进,ながれこむ（流れ込む）,"[44.884, 46.306]",ながれこむ,流れ込む
10416,[动1],潜入，钻入；躲入,もぐりこむ（潜り込む）,"[46.728, 47.859]",もぐりこむ,潜り込む
10416,[动1],掉入，掉进,おちこむ（落ち込む）,"[48.55, 49.719]",おちこむ,落ち込む
10416,[动1],重看，重新审视，另眼相看,みなおす（見直す）,"[62.167, 63.213]",みなおす,見直す
10416,[动3],存在,そんざいする（存在する）,"[84.25, 85.569]",そんざいする,存在する
10416,[动1],追溯，上溯,さかのぼる,"[86.008, 87.652]",さかのぼる,さかのぼる
10416,[动1],围绕，包围，围拢,とりかこむ（取り囲む）,"[93.948, 94.987]",とりかこむ,取り囲む
10416,[动1],磨快；磨光亮；淘,とぐ（研ぐ）,"[113.658, 114.159]",とぐ,研ぐ
10416,[动3],改造，改建，改组,かいぞうする（改造する）,"[127.931, 129.513]",かいぞうする,改造する
10416,[动1],连接，拴，系,つなぐ,"[133.171, 134.001]",つなぐ,つなぐ
10416,[动3],指定,していする（指定する）,"[139.553, 141.238]",していする,指定する
10416,[动3],保存,ほぞんする（保存する）,"[141.519, 142.601]",ほぞんする,保存する
10416,[动3],并存，混在一起,こんざいする（混在する）,"[142.986, 144.929]",こんざいする,混在する
10416,[动2],仰望，往上看,みあげる（見上げる）,"[155.059, 156.133]",みあげる,見上げる
10416,[动3],报名参加，应征；应募,おうぼする（応募する）,"[170.236, 171.151]",おうぼする,応募する
10416,[动1],雕刻，雕，刻,ほる（彫る）,"[176.9, 177.411]",ほる,彫る
10416,[动1],抓住，逮捕,つかまる（捕まる）,"[180.081, 180.963]",つかまる,捕まる
10416,[动3],自杀,じさつする（自殺する）,"[183.648, 184.852]",じさつする,自殺する
10416,[动2],种，植，栽,うえる（植える）,"[202.629, 203.526]",うえる,植える
10416,[动1],缺，缺少,かかす（欠かす）,"[210.133, 211.052]",かかす,欠かす
10416,[动3],捐助，捐赠,きふする（寄付する）,"[225.746, 226.541]",きふする,寄付する
10416,[动3],获奖，得奖,にゅうしょうする（入賞する）,"[232.794, 234.05]",にゅうしょうする,入賞する
10416,[动1],沿，顺,そう（沿う）,"[236.425, 237.365]",そう,沿う
10417,[动3],再选，重选,さいせんする（再選する）,"[56.58, 58.492]",さいせんする,再選する
10417,[动3],登载，刊登,けいさいする（掲載する）,"[72.539, 74.025]",けいさいする,掲載する
10417,[动3],打算，想；知道，认识,ぞんずる（存ずる）,"[90.745, 91.744]",ぞんずる,存ずる
10417,[动1],原谅，宽恕；允许，容许,ゆるす（許す）,"[94.154, 94.988]",ゆるす,許す
10417,[动3],索要，请求，要求，索取,せいきゅうする（請求する）,"[120.748, 122.094]",せいきゅうする,請求する
10417,[动3],寄送，发送，寄出,そうふする（送付する）,"[124.31, 125.77]",そうふする,送付する
10417,[动2],询问，问，打听,といあわせる（問い合わせる）,"[130.927, 132.437]",といあわせる,問い合わせる
10417,[动3],合并,がっぺいする（合併する）,"[193.869, 195.476]",がっぺいする,合併する
10417,[动2],越过，翻过,こえる（超える）,"[206.24, 206.969]",こえる,超える
10417,[动3],做记录，做笔记,メモする,"[207.612, 208.662]",メモする,メモする
10417,[动1],请求，要求，拜托,ねがう（願う）,"[232.372, 233.459]",ねがう,願う
10418,[动3],绕道，绕远,とおまわりする（遠回りする）,"[31.621, 33.179]",とおまわりする,遠回りする
10418,[动1],烦恼，苦恼,なやむ（悩む）,"[34.88, 35.74]",なやむ,悩む
10418,[动3],绝交,ぜっこうする（絶交する）,"[40.134, 41.442]",ぜっこうする,絶交する
10418,[动3],反省，反思,はんせいする（反省する）,"[41.939, 43.019]",はんせいする,反省する
10418,[动3],完成，完毕,かんりょうする（完了する）,"[43.657, 44.982]",かんりょうする,完了する
10418,[动3],留级,りゅうねんする（留年する）,"[45.498, 46.647]",りゅうねんする,留年する
10418,[动2],暴晒，毒晒,てりつける（照りつける）,"[53.337, 54.53]",てりつける,照りつける
10418,[动1],重做,やりなおす（やり直す）,"[58.342, 59.474]",やりなおす,やり直す
10418,[动2],完成，做成,しあげる（仕上げる）,"[60.983, 62.312]",しあげる,仕上げる
10418,[动3],处理，解决,しょりする（処理する）,"[94.319, 95.336]",しょりする,処理する
10418,[动2],装到，装满，填满；挤紧,つめる（詰める）,"[96.113, 96.806]",つめる,詰める
10418,[动1],去除，除去,とりのぞく（取り除く）,"[117.803, 118.91]",とりのぞく,取り除く
10418,[动1],随着，伴随；跟随；符合,ともなう（伴う）,"[125.265, 126.15]",ともなう,伴う
10418,[动3],通过,つうかする（通過する）,"[131.879, 132.904]",つうかする,通過する
10418,[动1],渗进，渗透，浸入,しみこむ（染み込む）,"[135.023, 135.866]",しみこむ,染み込む
10418,[动3],通过,かけつする（可決する）,"[154.067, 155.251]",かけつする,可決する
10418,[动3],重视，强调,きょうちょうする（強調する）,"[160.815, 161.951]",きょうちょうする,強調する
10418,[动1],向着，朝着,めざす（目指す）,"[169.754, 170.529]",めざす,目指す
10418,[动3],继续,けいぞくする（継続する）,"[178.707, 179.989]",けいぞくする,継続する
10418,[动1],依靠，依赖,たよる（頼る）,"[185.377, 186.052]",たよる,頼る
10418,[动2],承认，认可,みとめる（認める）,"[202.202, 203.171]",みとめる,認める
10418,[动3],复旧,ふっきゅうする（復旧する）,"[204.032, 205.345]",ふっきゅうする,復旧する
10418,[动3],写入，填写,きにゅうする（記入する）,"[215.818, 217.022]",きにゅうする,記入する
10418,[动3],缩短,たんしゅくする（短縮する）,"[223.961, 225.138]",たんしゅくする,短縮する
10419,[动3],解约，解除合同，废约,かいやくする（解約する）,"[3.924, 5.126]",かいやくする,解約する
10419,[动2],气馁，消沉，颓丧；扭，挫伤,くじける,"[5.716, 6.627]",くじける,くじける
10419,[动1],撞，轧,ひく,"[27.07, 27.821]",ひく,ひく
10419,[动3],打分，判分，判卷,さいてんする（採点する）,"[33.039, 34.291]",さいてんする,採点する
10419,[动3],进展，前进,ぜんしんする（前進する）,"[39.552, 40.78]",ぜんしんする,前進する
10419,[动3],发车，开车,はっしゃする（発車する）,"[41.432, 42.645]",はっしゃする,発車する
10419,[动3],紧急停车,きゅうていしゃする（急停車する）,"[43.234, 44.611]",きゅうていしゃする,急停車する
10419,[动3],苦心，费心,くしんする（苦心する）,"[47.191, 48.248]",くしんする,苦心する
10419,[动1],站起来,たちあがる（立ち上がる）,"[49.063, 50.261]",たちあがる,立ち上がる
10419,[动3],追加,ついかする（追加する）,"[54.918, 55.972]",ついかする,追加する
10419,[动1],醉酒,よっぱらう（酔っ払う）,"[72.769, 73.889]",よっぱらう,酔っ払う
10419,[动3],上班,しゅっしゃする（出社する）,"[76.158, 77.355]",しゅっしゃする,出社する
10419,[动1],战斗，斗争,たたかう（戦う）,"[94.455, 95.533]",たたかう,戦う
10419,[动3],制定,せいていする（制定する）,"[109.531, 111.087]",せいていする,制定する
10419,[动3],缓解，解除，取消，消灭,かいしょうする（解消する）,"[121.565, 122.93]",かいしょうする,解消する
10419,[动3],爱好,あいこうする（愛好する）,"[126.569, 127.717]",あいこうする,愛好する
10419,[动3],推广，促进，推进,すいしんする（推進する）,"[129.878, 131.364]",すいしんする,推進する
10419,[动2],使起作用，供使用,やくだてる（役立てる）,"[131.978, 133.172]",やくだてる,役立てる
10419,[动1],相关，关联,かかわる（関わる）,"[142.089, 143.107]",かかわる,関わる
10419,[动3],减轻,けいげんする（軽減する）,"[146.972, 148.294]",けいげんする,軽減する
10419,[动1],完成，实现，实行,はたす（果たす）,"[155.86, 157.015]",はたす,果たす
10419,[动1],点头,うなずく,"[180.982, 181.962]",うなずく,うなずく
10419,[动1],错误，做错,まちがう（間違う）,"[187.679, 188.525]",まちがう,間違う
10419,[动2],渡过；跨过；越过,のりこえる（乗り越える）,"[192.755, 194.08]",のりこえる,乗り越える
10419,[动1],阻挡，遮挡，遮住，挡住,さえぎる（遮る）,"[211.208, 212.384]",さえぎる,遮る
10419,[动3],爱用，喜欢用,あいようする（愛用する）,"[218.288, 219.463]",あいようする,愛用する
10419,[动3],倍增,ばいぞうする（倍増する）,"[236.988, 238.437]",ばいぞうする,倍増する
10419,[动3],混乱，杂乱，拥挤,こんざつする（混雑する）,"[241.844, 243.011]",こんざつする,混雑する
10520,[动3],发酵，陈年，成熟,じゅくせいする（熟成する）,"[8.903, 10.207]",じゅくせいする,熟成する
10520,[动2],总共，合计，合并；配合,あわせる（合わせる）,"[19.22, 20.152]",あわせる,合わせる
10520,[动3],附带奉送，廉价出售,サービスする,"[24.732, 25.991]",サービスする,サービスする
10520,[动1],剩余，剩下；过分,あまる（余る）,"[42.292, 43.326]",あまる,余る
10520,[动2],打卷儿，卷缩,めくれる,"[46.631, 47.8]",めくれる,めくれる
10520,[动3],繁殖,はんしょくする（繁殖する）,"[57.627, 59.188]",はんしょくする,繁殖する
10520,[动1],闪亮，放光，辉耀,かがやく（輝く）,"[59.678, 60.616]",かがやく,輝く
10520,[动1],品味，品尝,あじわう（味わう）,"[75.826, 76.962]",あじわう,味わう
10520,[动3],成立，完成,せいりつする（成立する）,"[79.224, 80.53]",せいりつする,成立する
10520,[动3],发酵,はっこうする（発酵する）,"[104.366, 106.133]",はっこうする,発酵する
10520,[动3],晾干，晒干，干燥,かんそうする（乾燥する）,"[107.878, 109.26]",かんそうする,乾燥する
10520,[动3],赔，赔偿,べんしょうする（弁償する）,"[120.756, 121.877]",べんしょうする,弁償する
10520,[动2],使柔和，使缓和,やわらげる（和らげる）,"[134.176, 135.199]",やわらげる,和らげる
10520,[动3],栽培,さいばいする（栽培する）,"[140.893, 142.142]",さいばいする,栽培する
10520,[动2],用，使用,もちいる（用いる）,"[176.592, 177.542]",もちいる,用いる
10520,[动1],学习，模仿,まなぶ（学ぶ）,"[189.775, 190.824]",まなぶ,学ぶ
10520,[动3],信仰,しんこうする（信仰する）,"[191.655, 192.918]",しんこうする,信仰する
10520,[动3],统一,とういつする（統一する）,"[196.88, 198.154]",とういつする,統一する
10520,[动3],专心，专心致志,せんねんする（専念する）,"[205.75, 207.009]",せんねんする,専念する
10520,[动3],忍耐,がまんする（我慢する）,"[224.686, 225.834]",がまんする,我慢する
10520,[动3],通用，兼用,つうようする（通用する）,"[226.044, 227.811]",つうようする,通用する
10520,[动2],奉献，贡献,ささげる（捧げる）,"[246.093, 247.199]",ささげる,捧げる
10520,[动3],指出,してきする（指摘する）,"[248.216, 249.538]",してきする,指摘する
10521,[动1],知道，敬悉,うけたまわる（承る）,"[3.823, 5.089]",うけたまわる,承る
10521,[动1],不在；离开；摘下，去除,はずす（外す）,"[10.104, 11.2]",はずす,外す
10521,[动1],折回，返回,おりかえす（折り返す）,"[11.946, 13.341]",おりかえす,折り返す
10521,[动3],充实,じゅうじつする（充実する）,"[68.556, 69.976]",じゅうじつする,充実する
10521,[动3],满载，装满,まんさいする（満載する）,"[70.236, 71.528]",まんさいする,満載する
10521,[动3],装载,とうさいする（搭載する）,"[86.834, 88.194]",とうさいする,搭載する
10521,[动1],喊叫，大声叫,さけぶ（叫ぶ）,"[136.509, 137.392]",さけぶ,叫ぶ
10521,[动1],想，希望,のぞむ（望む）,"[154.917, 156.019]",のぞむ,望む
10521,[动3],避难，逃生,ひなんする（避難する）,"[165.715, 166.648]",ひなんする,避難する
10521,[动2],溺水，淹没,おぼれる,"[168.728, 169.666]",おぼれる,おぼれる
10521,[动2],衰弱,おとろえる（衰える）,"[180.858, 181.964]",おとろえる,衰える
10521,[动1],拘泥,こだわる,"[182.592, 183.669]",こだわる,こだわる
10521,[动1],称，测量,はかる（量る）,"[222.684, 223.617]",はかる,量る
10521,[动3],执行，实践,じっこうする（実行する）,"[223.991, 225.41]",じっこうする,実行する
10522,[动1],映，照,うつる（映る）,"[3.996, 4.998]",うつる,映る
10522,[动1],装载,つむ（積む）,"[8.921, 10.218]",つむ,積む
10522,[动2],昌盛繁荣，繁荣兴盛，兴旺,さかえる（栄える）,"[15.385, 16.992]",さかえる,栄える
10522,[动3],面向，面对,めんする（面する）,"[22.078, 23.755]",めんする,面する
10522,[动1],登载，记载,のる（載る）,"[27.885, 28.959]",のる,載る
10522,[动1],顺路到，顺便到；走近,たちよる（立ち寄る）,"[32.338, 33.183]",たちよる,立ち寄る
10522,[动2],触摸，碰,ふれる（触れる）,"[46.139, 47.061]",ふれる,触れる
10522,[动2],隔开，分开,へだてる（隔てる）,"[66.047, 67.098]",へだてる,隔てる
10522,[动1],相邻，邻接，挨着,となりあう（隣り合う）,"[67.64, 68.775]",となりあう,隣り合う
10522,[动3],移居,いじゅうする（移住する）,"[90.586, 91.997]",いじゅうする,移住する
10522,[动1],巡游,めぐる（巡る）,"[93.948, 95.666]",めぐる,巡る
10522,[动3],来日本,らいにちする（来日する）,"[102.688, 104.265]",らいにちする,来日する
10522,[动3],诞生,たんじょうする（誕生する）,"[106.975, 108.417]",たんじょうする,誕生する
10522,[动3],漂流,ひょうりゅうする（漂流する）,"[113.932, 115.693]",ひょうりゅうする,漂流する
10522,[动1],施加，施,ほどこす（施す）,"[162.48, 163.317]",ほどこす,施す
10522,[动1],瞠目结舌；监视，看守,みはる（見張る）,"[167.463, 168.6]",みはる,見張る
10522,[动2],看厌，看腻,みあきる（見飽きる）,"[172.692, 173.739]",みあきる,見飽きる
10522,[动2],腻烦，厌烦，厌倦,あきる（飽きる）,"[220.932, 221.658]",あきる,飽きる
10522,[动2],吃腻,たべあきる（食べ飽きる）,"[222.498, 224.058]",たべあきる,食べ飽きる
10522,[动2],听腻,ききあきる（聞き飽きる）,"[224.523, 225.597]",ききあきる,聞き飽きる
10522,[动3],描写,びょうしゃする（描写する）,"[237.906, 239.328]",びょうしゃする,描写する
10522,[动2],推进,おしすすめる（推し進める）,"[245.784, 247.314]",おしすすめる,推し進める
10522,[动3],适合，适切,てきする（適する）,"[247.925, 248.774]",てきする,適する
10522,[动1],挤满，填满,うめつくす（埋め尽くす）,"[265.068, 266.299]",うめつくす,埋め尽くす
10523,[动2],看，眺望，观看,ながめる（眺める）,"[5.314, 6.466]",ながめる,眺める
10523,[动3],停泊,ていはくする（停泊する）,"[12.541, 13.634]",ていはくする,停泊する
10523,[动3],修改，修正,しゅうせいする（修正する）,"[20.471, 22.314]",しゅうせいする,修正する
10523,[动1],钓，钓鱼,つる（釣る）,"[30.458, 31.482]",つる,釣る
10523,[动1],增加,ふやす（増やす）,"[40.091, 40.912]",ふやす,増やす
10523,[动1],适合；适用,あてはまる（当てはまる）,"[47.04, 48.02]",あてはまる,当てはまる
10523,[动1],横过，横穿过,よこぎる（横切る）,"[60.596, 61.949]",よこぎる,横切る
10523,[动1],成立,なりたつ（成り立つ）,"[65.911, 66.765]",なりたつ,成り立つ
10523,[动3],重新建设,さいけんする（再建する）,"[69.445, 70.789]",さいけんする,再建する
10523,[动1],测量，测算,はかる（測る）,"[74.987, 76.475]",はかる,測る
10523,[动2],伤害，弄伤,きずつける（傷つける）,"[76.976, 77.947]",きずつける,傷つける
10523,[动3],激烈，紧迫，紧张,きんぱくする（緊迫する）,"[82.407, 83.892]",きんぱくする,緊迫する
10523,[动3],打断，中断,ちゅうだんする（中断する）,"[85.002, 86.537]",ちゅうだんする,中断する
10523,[动3],运营，经营，管理,うんえいする（運営する）,"[91.563, 92.885]",うんえいする,運営する
10523,[动3],对立,たいりつする（対立する）,"[102.254, 103.399]",たいりつする,対立する
10523,[动1],亲近；喜好,したしむ（親しむ）,"[109.816, 110.882]",したしむ,親しむ
10523,[动3],起用，任用,きようする（起用する）,"[113.072, 114.088]",きようする,起用する
10523,[动3],出演,しゅつえんする（出演する）,"[116.305, 117.683]",しゅつえんする,出演する
10523,[动2],制作，做完,つくりあげる（作り上げる）,"[121.385, 122.963]",つくりあげる,作り上げる
10523,[动3],传达，发信,はっしんする（発信する）,"[127.066, 128.369]",はっしんする,発信する
10523,[动3],感到麻烦，遭受烦扰,めいわくする（迷惑する）,"[143.443, 145.099]",めいわくする,迷惑する
10523,[动3],错觉,さっかくする（錯覚する）,"[152.274, 153.855]",さっかくする,錯覚する
10523,[动3],声援，支援,おうえんする（応援する）,"[160.843, 162.161]",おうえんする,応援する
10523,[动3],买进，购入,こうにゅうする（購入する）,"[164.017, 165.598]",こうにゅうする,購入する
10523,[动2],担负，承担,かかえる（抱える）,"[176.326, 177.361]",かかえる,抱える
10523,[动1],倒，翻倒,ひっくりかえる（引っくり返る）,"[188.931, 190.211]",ひっくりかえる,引っくり返る
10624,[动1],超过，胜过,こす（超す）,"[5.785, 7.348]",こす,超す
10624,[动2],订；抓住；把握，掌控；压，按,おさえる（押さえる）,"[9.535, 10.831]",おさえる,押さえる
10624,[动3],定婚，婚约,こんやくする（婚約する）,"[32.011, 33.17]",こんやくする,婚約する
10624,[动2],劝，劝告，推荐,すすめる,"[34.082, 35.125]",すすめる,すすめる
10624,[动1],留，使……生长,はやす（生やす）,"[46.527, 47.371]",はやす,生やす
10624,[动2],乱，不平静,みだれる（乱れる）,"[49.839, 50.706]",みだれる,乱れる
10624,[动3],警告,けいこくする（警告する）,"[63.171, 64.529]",けいこくする,警告する
10624,[动3],练习，训练，锻炼,トレーニングする,"[89.293, 90.754]",トレーニングする,トレーニングする
10624,[动2],数，计算，列举,かぞえる（数える）,"[103.763, 104.748]",かぞえる,数える
10624,[动2],适应，接受，回答，答应,おうじる（応じる）,"[111.156, 111.991]",おうじる,応じる
10624,[动1],卷，卷起,まく（巻く）,"[119.907, 120.721]",まく,巻く
10624,[动2],腌，浸，泡，浸泡,つける（漬ける）,"[131.443, 132.126]",つける,漬ける
10624,[动3],设计，规划,こうあんする（考案する）,"[137.597, 139.0]",こうあんする,考案する
10624,[动1],绞尽脑汁，凝，集中,こらす,"[139.79, 141.005]",こらす,こらす
10624,[动3],改制，整理，排列，准备，安排,アレンジする,"[143.178, 144.48]",アレンジする,アレンジする
10624,[动1],适应，结合，符合,そくす（即す）,"[150.944, 152.068]",そくす,即す
10624,[动3],（出口以后）重又进口，再输入,ぎゃくゆにゅうする（逆輸入する）,"[157.385, 158.864]",ぎゃくゆにゅうする,逆輸入する
10624,[动1],穿过，贯彻,つらぬく（貫く）,"[168.022, 169.141]",つらぬく,貫く
10624,[动3],删除,さくじょする（削除する）,"[202.081, 203.419]",さくじょする,削除する
10624,[动1],束缚,しばる（縛る）,"[210.193, 210.872]",しばる,縛る
10624,[动3],缩小,しゅくしょうする（縮小する）,"[214.065, 215.336]",しゅくしょうする,縮小する
10624,[动3],认识,にんしきする（認識する）,"[236.172, 237.499]",にんしきする,認識する
10625,[动3],表彰,ひょうしょうする（表彰する）,"[5.651, 7.021]",ひょうしょうする,表彰する
10625,[动1],互爱，相互爱慕,あいしあう（愛し合う）,"[54.086, 55.167]",あいしあう,愛し合う
10625,[动1],影响到，波及，达到,およぼす（及ぼす）,"[82.291, 83.114]",およぼす,及ぼす
10625,[动3],排出，排放,はいしゅつする（排出する）,"[87.796, 89.423]",はいしゅつする,排出する
10625,[动3],吸收,きゅうしゅうする（吸収する）,"[94.104, 95.343]",きゅうしゅうする,吸収する
10625,[动3],骤减，剧减,げきげんする（激減する）,"[98.873, 100.324]",げきげんする,激減する
10625,[动2],采取，寻求，谋求；讲说，朗读,こうじる（講じる）,"[108.206, 109.22]",こうじる,講じる
10625,[动3],确保,かくほする（確保する）,"[131.97, 133.398]",かくほする,確保する
10625,[动1],打乱，拆散，搞乱,くずす（崩す）,"[145.234, 146.235]",くずす,崩す
10625,[动3],减半,はんげんする（半減する）,"[148.536, 149.956]",はんげんする,半減する
10625,[动1],涌现，产生；涌出，冒出,わく（湧く）,"[163.6, 164.401]",わく,湧く
10626,[动3],主办，举办,しゅさいする（主催する）,"[0.385, 1.538]",しゅさいする,主催する
10626,[动2],停，停泊，停放,とめる（停める）,"[13.582, 14.626]",とめる,停める
10626,[动1],凹陷，凹下，陷下；屈服,へこむ（凹む）,"[15.36, 16.191]",へこむ,凹む
10626,[动3],设立,せつりつする（設立する）,"[28.782, 30.076]",せつりつする,設立する
10626,[动3],妥协,だきょうする（妥協する）,"[32.173, 33.342]",だきょうする,妥協する
10626,[动1],完成，形成，构成；做，为,なす,"[35.672, 36.27]",なす,なす
10626,[动3],想象到，设想，设定，预定，预期,そうていする（想定する）,"[43.567, 45.163]",そうていする,想定する
10626,[动2],捉住，逮住；抓住,つかまえる（捕まえる）,"[78.582, 80.044]",つかまえる,捕まえる
10626,[动1],互相拥挤，乱作一团；推拿；揉搓,もむ,"[82.52, 83.71]",もむ,もむ
10626,[动3],更新,こうしんする（更新する）,"[88.978, 90.366]",こうしんする,更新する
10626,[动1],面临，面对,のぞむ（臨む）,"[93.371, 94.5]",のぞむ,臨む
10626,[动2],填，应用，适用,あてはめる（当てはめる）,"[96.664, 97.981]",あてはめる,当てはめる
10626,[动1],导出，引出，推导,みちびきだす（導き出す）,"[98.581, 99.897]",みちびきだす,導き出す
10626,[动1],接连不断，相继，陆续,あいつぐ（相次ぐ）,"[102.298, 103.066]",あいつぐ,相次ぐ
10626,[动1],漫天飞舞，飞来飞去,とびかう（飛び交う）,"[108.11, 109.236]",とびかう,飛び交う
10626,[动3],密切，紧密,みっちゃくする（密着する）,"[113.076, 114.634]",みっちゃくする,密着する
10626,[动3],赠送，赠予,きぞうする（寄贈する）,"[135.393, 136.941]",きぞうする,寄贈する
10626,[动2],完善，完备,ととのえる（整える）,"[154.661, 157.669]",ととのえる,整える
10627,[动2],鼓励，打气,ゆうきづける（勇気づける）,"[6.707, 7.986]",ゆうきづける,勇気づける
10627,[动1],喜爱，疼爱,かわいがる,"[11.035, 12.096]",かわいがる,かわいがる
10627,[动1],炒糊，烧糊，烤焦,こがす（焦がす）,"[13.133, 14.677]",こがす,焦がす
10627,[动1],重做,つくりなおす（作り直す）,"[15.181, 16.544]",つくりなおす,作り直す
10627,[动1],建立；积累,きずく（築く）,"[18.991, 19.92]",きずく,築く
10627,[动1],能实现，如愿以偿,かなう,"[28.308, 29.477]",かなう,かなう
10627,[动1],卧床不起；熟睡,ねこむ（寝込む）,"[30.047, 31.241]",ねこむ,寝込む
10627,[动2],使振作，鼓劲，打气，使打起精神,げんきづける（元気づける）,"[31.744, 33.9]",げんきづける,元気づける
10627,[动2],使充满活力,かっきづける（活気づける）,"[33.9, 35.35]",かっきづける,活気づける
10627,[动2],诊断,みる（診る）,"[50.419, 51.593]",みる,診る
10627,[动3],相反；违反,はんする（反する）,"[86.94, 88.62]",はんする,反する
10627,[动3],控制，操纵，驾驭,せいぎょする（制御する）,"[90.786, 92.057]",せいぎょする,制御する
10627,[动1],潜入，钻过，钻入,もぐる（潜る）,"[98.941, 100.401]",もぐる,潜る
10627,[动1],毁灭，使灭亡,ほろぼす（滅ぼす）,"[130.047, 131.033]",ほろぼす,滅ぼす
10627,[动3],中途退学,ちゅうたいする（中退する）,"[140.16, 141.261]",ちゅうたいする,中退する
10627,[动2],准备，防备,そなえる（備える）,"[149.273, 150.35]",そなえる,備える
10627,[动3],储藏,ちょぞうする（貯蔵する）,"[154.501, 155.685]",ちょぞうする,貯蔵する
10627,[动3],得分,とくてんする（得点する）,"[157.356, 158.805]",とくてんする,得点する
10627,[动3],落选,らくせんする（落選する）,"[161.997, 163.439]",らくせんする,落選する
10627,[动1],发挥，有效利用,いかす（生かす）,"[167.985, 168.793]",いかす,生かす
10627,[动3],混乱,こんらんする（混乱する）,"[180.213, 181.793]",こんらんする,混乱する
10728,[动3],领受，收到；吃,ちょうだいする（頂戴する）,"[20.577, 21.665]",ちょうだいする,頂戴する
10728,[动3],照顾，关怀，照料,はいりょする（配慮する）,"[22.201, 23.389]",はいりょする,配慮する
10728,[动2],换衣服，更衣,きがえる（着替える）,"[29.352, 30.306]",きがえる,着替える
10728,[动1],考上，考中，及格,うかる（受かる）,"[58.61, 59.807]",うかる,受かる
10728,[动1],四处飞散，洒落，飘洒，飞洒,とびちる（飛び散る）,"[82.295, 83.447]",とびちる,飛び散る
10728,[动1],塞满，挤满，堆满；堵塞，不通,つまる（詰まる）,"[86.913, 87.599]",つまる,詰まる
10728,[动3],搭乘,とうじょうする（搭乗する）,"[100.51, 101.873]",とうじょうする,搭乗する
10728,[动3],博得，获取，获得，得到,はくする（博する）,"[125.659, 126.405]",はくする,博する
10728,[动3],参加竞选，作候选人,りっこうほする（立候補する）,"[137.572, 138.979]",りっこうほする,立候補する
10728,[动3],兴奋，激动,こうふんする（興奮する）,"[144.551, 145.828]",こうふんする,興奮する
10728,[动3],调节，调剂，调整,ちょうせつする（調節する）,"[151.033, 152.218]",ちょうせつする,調節する
10728,[动3],登陆，登岸,じょうりくする（上陸する）,"[154.946, 156.187]",じょうりくする,上陸する
10728,[动1],赶上，追上；来得及,おいつく（追いつく）,"[164.642, 165.731]",おいつく,追いつく
10728,[动1],相识，结识,しりあう（知り合う）,"[169.064, 170.145]",しりあう,知り合う
